"seq_number","Site","Bio_repB","Bio_repC","Bio_repA","Bio_repD","ndetections","max_Occupancy_prob","sum.taxonomy"
"merged_CO1_1","KABUI_STRAIT_II",1,1,1,NA,3,0.99088408654528,"Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;"
"merged_CO1_1","KABUI_STRAIT_III",1,1,1,NA,3,0.99088408654528,"Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;"
"merged_CO1_1","MELISSAS_GARDEN",1,1,1,NA,3,0.99088408654528,"Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;"
"merged_CO1_1","PANTAI_LABUHAN",NA,NA,1,NA,1,0.907976070230543,"Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;"
"merged_CO1_1","PELATAK",1,1,1,NA,3,0.99088408654528,"Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;"
"merged_CO1_1","PULAU_PUTUS",1,1,1,NA,3,0.99088408654528,"Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;"
"merged_CO1_1","PANTAI_PARIGI",1,1,1,NA,3,0.99088408654528,"Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;"
"merged_CO1_1","BENTENG",1,1,1,NA,3,0.99088408654528,"Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;"
"merged_CO1_1","JABOI",1,1,1,NA,3,0.99088408654528,"Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;"
"merged_CO1_1","SUMUR_TIGA",1,1,1,NA,3,0.99088408654528,"Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;"
"merged_CO1_1","RUBIAH_SEA_GARDEN",1,1,1,NA,3,0.99088408654528,"Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;"
"merged_CO1_1","PULAU_SEULAKO",1,1,1,NA,3,0.99088408654528,"Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;"
"merged_CO1_1","SECRET_LAGOON",1,1,1,NA,3,0.99088408654528,"Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;"
"merged_CO1_1","SNAPPER_POINT",1,1,1,1,4,0.996668119488682,"Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;"
"merged_CO1_1","SARDINE_REEF",1,1,1,NA,3,0.99088408654528,"Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;"
"merged_CO1_1","SHIP_WRECK",1,1,1,NA,3,0.99088408654528,"Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;"
"merged_CO1_1","TELUK_KEMBAHU",1,NA,1,NA,2,0.973286103471384,"Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;"
"merged_CO1_1","TANJUNG_KUSU_KUSU",1,1,1,NA,3,0.99088408654528,"Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;"
"merged_CO1_1","TANJUNG_LAMPU",1,1,1,NA,3,0.99088408654528,"Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;"
"merged_CO1_1","TERNATE_1",1,1,1,NA,3,0.99088408654528,"Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;"
"merged_CO1_1","Undetermined",NA,NA,1,NA,1,0.907976070230543,"Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;"
"merged_CO1_1","WEST_MANSUAR",1,1,1,NA,3,0.99088408654528,"Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;"
"merged_CO1_10","Anitas_Garden",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_10","AER_PERANG",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_10","BATU_ANGUS",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_10","BATU_MERAH",1,NA,1,1,3,0.965322270862634,""
"merged_CO1_10","CALIFORDIA_DREAMING",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_10","CAPE_KRI",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_10","KRI_LAGOON",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_10","KAMPUNG_PAUDEAN",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_10","KABUI_STRAIT_I",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_10","KABUI_STRAIT_II",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_10","KABUI_STRAIT_III",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_10","MELISSAS_GARDEN",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_10","PANTAI_LABUHAN",NA,NA,1,NA,1,0.907976070230543,""
"merged_CO1_10","PULAU_PUTUS",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_10","PANTAI_PARIGI",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_10","BENTENG",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_10","JABOI",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_10","SUMUR_TIGA",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_10","RUBIAH_SEA_GARDEN",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_10","PULAU_SEULAKO",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_10","SECRET_LAGOON",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_10","SARDINE_REEF",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_10","TELUK_KEMBAHU",1,NA,1,NA,2,0.973286103471384,""
"merged_CO1_10","TANJUNG_KUSU_KUSU",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_10","TANJUNG_LAMPU",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_10","Undetermined",NA,NA,1,NA,1,0.907976070230543,""
"merged_CO1_10","WAKATOBI_3",NA,1,1,NA,2,0.942418332645899,""
"merged_CO1_10","WEST_MANSUAR",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_100","Anitas_Garden",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_100","AER_PERANG",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_100","BATU_ANGUS",NA,1,1,NA,2,0.942418332645899,""
"merged_CO1_100","CALIFORDIA_DREAMING",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_100","CAPE_KRI",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_100","KRI_LAGOON",1,1,NA,NA,2,0.940154147448802,""
"merged_CO1_100","KAMPUNG_PAUDEAN",1,1,NA,NA,2,0.940154147448802,""
"merged_CO1_100","KABUI_STRAIT_I",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_100","KABUI_STRAIT_III",1,1,NA,NA,2,0.940154147448802,""
"merged_CO1_100","MELISSAS_GARDEN",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_100","PANTAI_PARIGI",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_100","SECRET_LAGOON",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_100","SNAPPER_POINT",1,1,1,1,4,0.996668119488682,""
"merged_CO1_100","SARDINE_REEF",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_100","TANJUNG_KUSU_KUSU",1,1,NA,NA,2,0.940154147448802,""
"merged_CO1_100","Undetermined",NA,NA,1,NA,1,0.907976070230543,""
"merged_CO1_100","WEST_MANSUAR",1,1,NA,NA,2,0.940154147448802,""
"merged_CO1_1000","PULAU_ABANG_BESAR",1,NA,1,1,3,0.965322270862634,"Eukaryota;;Oomycetes;Peronosporales;Peronosporaceae;Peronospora;"
"merged_CO1_1000","PULAU_PETONG",1,1,1,NA,3,0.99088408654528,"Eukaryota;;Oomycetes;Peronosporales;Peronosporaceae;Peronospora;"
"merged_CO1_1000","Undetermined",NA,NA,1,NA,1,0.907976070230543,"Eukaryota;;Oomycetes;Peronosporales;Peronosporaceae;Peronospora;"
"merged_CO1_1001","PULAU_PETONG",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_1003","Undetermined",NA,NA,1,NA,1,0.907976070230543,""
"merged_CO1_1007","Undetermined",NA,NA,1,NA,1,0.907976070230543,""
"merged_CO1_1008","Undetermined",NA,NA,1,NA,1,0.907976070230543,""
"merged_CO1_1008","WAKATOBI_3",NA,1,1,NA,2,0.942418332645899,""
"merged_CO1_101","Anitas_Garden",1,1,1,NA,3,0.99088408654528,"Eukaryota;;;;;;"
"merged_CO1_101","CAPE_KRI",NA,1,1,NA,2,0.942418332645899,"Eukaryota;;;;;;"
"merged_CO1_101","KRI_LAGOON",1,1,NA,NA,2,0.940154147448802,"Eukaryota;;;;;;"
"merged_CO1_101","PELATAK",1,1,1,NA,3,0.99088408654528,"Eukaryota;;;;;;"
"merged_CO1_101","BENTENG",1,1,1,NA,3,0.99088408654528,"Eukaryota;;;;;;"
"merged_CO1_101","JABOI",1,1,1,NA,3,0.99088408654528,"Eukaryota;;;;;;"
"merged_CO1_101","SUMUR_TIGA",1,1,1,NA,3,0.99088408654528,"Eukaryota;;;;;;"
"merged_CO1_101","RUBIAH_SEA_GARDEN",1,1,1,NA,3,0.99088408654528,"Eukaryota;;;;;;"
"merged_CO1_101","PULAU_SEULAKO",1,1,1,NA,3,0.99088408654528,"Eukaryota;;;;;;"
"merged_CO1_101","SNAPPER_POINT",1,1,1,1,4,0.996668119488682,"Eukaryota;;;;;;"
"merged_CO1_101","SHIP_WRECK",1,1,1,NA,3,0.99088408654528,"Eukaryota;;;;;;"
"merged_CO1_101","TANJUNG_LAMPU",1,1,NA,NA,2,0.940154147448802,"Eukaryota;;;;;;"
"merged_CO1_101","TERNATE_1",1,1,1,NA,3,0.99088408654528,"Eukaryota;;;;;;"
"merged_CO1_101","Undetermined",NA,NA,1,NA,1,0.907976070230543,"Eukaryota;;;;;;"
"merged_CO1_101","WAKATOBI_1",1,NA,1,NA,2,0.973286103471384,"Eukaryota;;;;;;"
"merged_CO1_101","WAKATOBI_2",1,1,1,NA,3,0.99088408654528,"Eukaryota;;;;;;"
"merged_CO1_101","WAKATOBI_3",1,1,1,NA,3,0.99088408654528,"Eukaryota;;;;;;"
"merged_CO1_10101","PANTAI_LABUHAN",NA,NA,1,NA,1,0.907976070230543,"Eukaryota;NA;Oomycetes;Peronosporales;Peronosporaceae;Phytophthora;Phytophthora sojae"
"merged_CO1_10102","PANTAI_LABUHAN",NA,NA,1,NA,1,0.907976070230543,""
"merged_CO1_1011","KRI_LAGOON",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_1012","SNAPPER_POINT",1,1,NA,1,3,0.970760636812954,""
"merged_CO1_1013","Undetermined",NA,NA,1,NA,1,0.907976070230543,""
"merged_CO1_1014","PULAU_ABANG_KECIL",NA,1,1,NA,2,0.942418332645899,"Eukaryota;Chordata;Actinopteri;Pempheriformes;Pempheridae;Pempheris;Pempheris sp. 2 BCV-2014"
"merged_CO1_1014","PULAU_PETONG",1,1,1,NA,3,0.99088408654528,"Eukaryota;Chordata;Actinopteri;Pempheriformes;Pempheridae;Pempheris;Pempheris sp. 2 BCV-2014"
"merged_CO1_1014","Undetermined",NA,NA,1,NA,1,0.907976070230543,"Eukaryota;Chordata;Actinopteri;Pempheriformes;Pempheridae;Pempheris;Pempheris sp. 2 BCV-2014"
"merged_CO1_1015","TANJUNG_KUSU_KUSU",1,1,NA,NA,2,0.940154147448802,""
"merged_CO1_1015","WAKATOBI_2",NA,1,1,NA,2,0.942418332645899,""
"merged_CO1_1016","SNAPPER_POINT",1,1,1,1,4,0.996668119488682,""
"merged_CO1_1017","Undetermined",NA,NA,1,NA,1,0.907976070230543,"Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Ceratina;Ceratina smaragdula"
"merged_CO1_1018","Anitas_Garden",1,1,NA,NA,2,0.940154147448802,"Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;Nitzschia frustulum"
"merged_CO1_1018","CAPE_KRI",1,1,1,NA,3,0.99088408654528,"Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;Nitzschia frustulum"
"merged_CO1_1018","KRI_LAGOON",1,1,NA,NA,2,0.940154147448802,"Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;Nitzschia frustulum"
"merged_CO1_1018","MELISSAS_GARDEN",1,1,NA,NA,2,0.940154147448802,"Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;Nitzschia frustulum"
"merged_CO1_1018","SARDINE_REEF",1,1,1,NA,3,0.99088408654528,"Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;Nitzschia frustulum"
"merged_CO1_1018","Undetermined",NA,NA,1,NA,1,0.907976070230543,"Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;Nitzschia frustulum"
"merged_CO1_102","Anitas_Garden",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_102","AER_PERANG",NA,1,1,NA,2,0.942418332645899,""
"merged_CO1_102","CAPE_KRI",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_102","KRI_LAGOON",NA,1,1,NA,2,0.942418332645899,""
"merged_CO1_102","KAMPUNG_PAUDEAN",1,1,NA,NA,2,0.940154147448802,""
"merged_CO1_102","MELISSAS_GARDEN",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_102","SECRET_LAGOON",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_102","SARDINE_REEF",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_102","TANJUNG_KUSU_KUSU",1,1,NA,NA,2,0.940154147448802,""
"merged_CO1_102","TANJUNG_LAMPU",1,1,NA,NA,2,0.940154147448802,""
"merged_CO1_102","Undetermined",NA,NA,1,NA,1,0.907976070230543,""
"merged_CO1_102","WEST_MANSUAR",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_1021","Undetermined",NA,NA,1,NA,1,0.907976070230543,"Eukaryota;Annelida;NA;Myzostomida;Myzostomatidae;Myzostoma;Myzostoma indocuniculus"
"merged_CO1_1022","Undetermined",NA,NA,1,NA,1,0.907976070230543,"Eukaryota;Annelida;Polychaeta;Aspidosiphonidormes;Aspidosiphonidae;Aspidosiphon;Aspidosiphon muelleri"
"merged_CO1_1023","AER_PERANG",1,1,1,NA,3,0.99088408654528,"Eukaryota;Porifera;Demospongiae;Tethyida;Hemiasterellidae;;"
"merged_CO1_1023","PELATAK",1,1,1,NA,3,0.99088408654528,"Eukaryota;Porifera;Demospongiae;Tethyida;Hemiasterellidae;;"
"merged_CO1_1023","SNAPPER_POINT",1,1,NA,1,3,0.970760636812954,"Eukaryota;Porifera;Demospongiae;Tethyida;Hemiasterellidae;;"
"merged_CO1_1023","Undetermined",NA,NA,1,NA,1,0.907976070230543,"Eukaryota;Porifera;Demospongiae;Tethyida;Hemiasterellidae;;"
"merged_CO1_1024","AER_PERANG",NA,1,1,NA,2,0.942418332645899,""
"merged_CO1_1024","KAMPUNG_PAUDEAN",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_1024","PANTAI_LABUHAN",NA,NA,1,NA,1,0.907976070230543,""
"merged_CO1_1024","TANJUNG_KUSU_KUSU",1,1,NA,NA,2,0.940154147448802,""
"merged_CO1_1024","WAKATOBI_2",NA,1,1,NA,2,0.942418332645899,""
"merged_CO1_1026","AER_PERANG",NA,1,1,NA,2,0.942418332645899,""
"merged_CO1_1028","Undetermined",NA,NA,1,NA,1,0.907976070230543,""
"merged_CO1_10288","PANTAI_LABUHAN",NA,NA,1,NA,1,0.907976070230543,""
"merged_CO1_1029","MELISSAS_GARDEN",1,1,NA,NA,2,0.940154147448802,""
"merged_CO1_103","Anitas_Garden",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_103","AER_PERANG",NA,1,1,NA,2,0.942418332645899,""
"merged_CO1_103","PULAU_PETONG",1,1,NA,NA,2,0.940154147448802,""
"merged_CO1_103","CAPE_KRI",1,1,NA,NA,2,0.940154147448802,""
"merged_CO1_103","KRI_LAGOON",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_103","KABUI_STRAIT_I",1,1,NA,NA,2,0.940154147448802,""
"merged_CO1_103","MELISSAS_GARDEN",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_103","SECRET_LAGOON",1,1,NA,NA,2,0.940154147448802,""
"merged_CO1_103","WEST_MANSUAR",1,1,NA,NA,2,0.940154147448802,""
"merged_CO1_1031","PULAU_ABANG_BESAR",1,NA,1,1,3,0.965322270862634,"Eukaryota;Chordata;Actinopteri;;Siganidae;Siganus;"
"merged_CO1_1031","PULAU_ABANG_KECIL",1,1,1,NA,3,0.99088408654528,"Eukaryota;Chordata;Actinopteri;;Siganidae;Siganus;"
"merged_CO1_1032","WAKATOBI_2",NA,1,1,NA,2,0.942418332645899,""
"merged_CO1_1033","PULAU_PETONG",1,1,1,NA,3,0.99088408654528,"Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Stephanodiscaceae;Stephanodiscus;"
"merged_CO1_1033","PELATAK",1,1,1,NA,3,0.99088408654528,"Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Stephanodiscaceae;Stephanodiscus;"
"merged_CO1_1033","SNAPPER_POINT",1,NA,1,1,3,0.965322270862634,"Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Stephanodiscaceae;Stephanodiscus;"
"merged_CO1_1033","Undetermined",NA,NA,1,NA,1,0.907976070230543,"Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Stephanodiscaceae;Stephanodiscus;"
"merged_CO1_1034","Undetermined",NA,NA,1,NA,1,0.907976070230543,"Eukaryota;Cnidaria;Anthozoa;Alcyonacea;;;"
"merged_CO1_10358","Undetermined",NA,NA,1,NA,1,0.907976070230543,""
"merged_CO1_1037","CALIFORDIA_DREAMING",1,1,NA,NA,2,0.940154147448802,""
"merged_CO1_1037","KAMPUNG_PAUDEAN",1,1,NA,NA,2,0.940154147448802,""
"merged_CO1_1037","PULAU_PUTUS",1,1,NA,NA,2,0.940154147448802,""
"merged_CO1_104","AER_PERANG",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_104","PULAU_PETONG",1,1,NA,NA,2,0.940154147448802,""
"merged_CO1_104","KAMPUNG_PAUDEAN",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_104","PANTAI_LABUHAN",NA,NA,1,NA,1,0.907976070230543,""
"merged_CO1_104","PANTAI_PARIGI",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_104","TANJUNG_KUSU_KUSU",1,1,NA,NA,2,0.940154147448802,""
"merged_CO1_104","TANJUNG_LAMPU",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_104","Undetermined",NA,NA,1,NA,1,0.907976070230543,""
"merged_CO1_1040","WAKATOBI_2",NA,1,1,NA,2,0.942418332645899,"Eukaryota;;Phaeophyceae;Ectocarpales;;;"
"merged_CO1_1042","Anitas_Garden",NA,1,1,NA,2,0.942418332645899,""
"merged_CO1_1042","CAPE_KRI",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_1042","KRI_LAGOON",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_1042","SECRET_LAGOON",1,1,NA,NA,2,0.940154147448802,""
"merged_CO1_1042","SARDINE_REEF",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_1042","WEST_MANSUAR",1,1,NA,NA,2,0.940154147448802,""
"merged_CO1_1044","AER_PERANG",NA,1,1,NA,2,0.942418332645899,"Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae;Candidatus Pelagibacter;Candidatus Pelagibacter sp. HIMB1321"
"merged_CO1_1045","Undetermined",NA,NA,1,NA,1,0.907976070230543,""
"merged_CO1_1046","KRI_LAGOON",1,1,1,NA,3,0.99088408654528,"Eukaryota;Porifera;Demospongiae;Haplosclerida;Callyspongiidae;Callyspongia;Callyspongia plicifera"
"merged_CO1_1046","KAMPUNG_PAUDEAN",1,1,1,NA,3,0.99088408654528,"Eukaryota;Porifera;Demospongiae;Haplosclerida;Callyspongiidae;Callyspongia;Callyspongia plicifera"
"merged_CO1_1046","PELATAK",NA,1,1,NA,2,0.942418332645899,"Eukaryota;Porifera;Demospongiae;Haplosclerida;Callyspongiidae;Callyspongia;Callyspongia plicifera"
"merged_CO1_1048","PULAU_PETONG",1,1,1,NA,3,0.99088408654528,"Eukaryota;NA;Phaeophyceae;Laminariales;Laminariaceae;Macrocystis;Macrocystis pyrifera"
"merged_CO1_1048","SARDINE_REEF",NA,1,1,NA,2,0.942418332645899,"Eukaryota;NA;Phaeophyceae;Laminariales;Laminariaceae;Macrocystis;Macrocystis pyrifera"
"merged_CO1_1048","SHIP_WRECK",1,1,NA,NA,2,0.940154147448802,"Eukaryota;NA;Phaeophyceae;Laminariales;Laminariaceae;Macrocystis;Macrocystis pyrifera"
"merged_CO1_1048","Undetermined",NA,NA,1,NA,1,0.907976070230543,"Eukaryota;NA;Phaeophyceae;Laminariales;Laminariaceae;Macrocystis;Macrocystis pyrifera"
"merged_CO1_1049","SARDINE_REEF",1,1,NA,NA,2,0.940154147448802,"Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae;NA;alpha proteobacterium HIMB5"
"merged_CO1_1049","Undetermined",NA,NA,1,NA,1,0.907976070230543,"Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae;NA;alpha proteobacterium HIMB5"
"merged_CO1_10498","Undetermined",NA,NA,1,NA,1,0.907976070230543,""
"merged_CO1_105","KABUI_STRAIT_I",1,1,NA,NA,2,0.940154147448802,""
"merged_CO1_105","MELISSAS_GARDEN",1,1,NA,NA,2,0.940154147448802,""
"merged_CO1_105","PANTAI_PARIGI",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_105","SECRET_LAGOON",1,1,NA,NA,2,0.940154147448802,""
"merged_CO1_105","SARDINE_REEF",NA,1,1,NA,2,0.942418332645899,""
"merged_CO1_105","TANJUNG_KUSU_KUSU",NA,1,1,NA,2,0.942418332645899,""
"merged_CO1_105","TANJUNG_LAMPU",1,1,NA,NA,2,0.940154147448802,""
"merged_CO1_105","Undetermined",NA,NA,1,NA,1,0.907976070230543,""
"merged_CO1_105","WEST_MANSUAR",NA,1,1,NA,2,0.942418332645899,""
"merged_CO1_1050","SNAPPER_POINT",1,NA,1,1,3,0.965322270862634,"Eukaryota;Arthropoda;Hexanauplia;Calanoida;Paracalanidae;Bestiolina;Bestiolina sp. AC-2013"
"merged_CO1_1050","Undetermined",NA,NA,1,NA,1,0.907976070230543,"Eukaryota;Arthropoda;Hexanauplia;Calanoida;Paracalanidae;Bestiolina;Bestiolina sp. AC-2013"
"merged_CO1_10502","Undetermined",NA,NA,1,NA,1,0.907976070230543,"Eukaryota;;Oomycetes;Saprolegniales;Saprolegniaceae;Saprolegnia;Saprolegnia diclina"
"merged_CO1_10503","Undetermined",NA,NA,1,NA,1,0.907976070230543,"Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Fragilariopsis;Fragilariopsis cylindrus"
"merged_CO1_1051","Anitas_Garden",1,1,1,NA,3,0.99088408654528,"Eukaryota;Cnidaria;Anthozoa;Scleractinia;Poritidae;Porites;"
"merged_CO1_1051","BATU_ANGUS",1,1,NA,NA,2,0.940154147448802,"Eukaryota;Cnidaria;Anthozoa;Scleractinia;Poritidae;Porites;"
"merged_CO1_1051","Undetermined",NA,NA,1,NA,1,0.907976070230543,"Eukaryota;Cnidaria;Anthozoa;Scleractinia;Poritidae;Porites;"
"merged_CO1_1051","WAKATOBI_3",1,1,NA,NA,2,0.940154147448802,"Eukaryota;Cnidaria;Anthozoa;Scleractinia;Poritidae;Porites;"
"merged_CO1_1054","PULAU_PETONG",NA,1,1,NA,2,0.942418332645899,""
"merged_CO1_1054","JABOI",NA,1,1,NA,2,0.942418332645899,""
"merged_CO1_1054","SUMUR_TIGA",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_1054","RUBIAH_SEA_GARDEN",1,1,NA,NA,2,0.940154147448802,""
"merged_CO1_1055","SHIP_WRECK",NA,1,1,NA,2,0.942418332645899,"Eukaryota;NA;Oomycetes;Peronosporales;Peronosporaceae;Phytophthora;Phytophthora castaneae"
"merged_CO1_1055","Undetermined",NA,NA,1,NA,1,0.907976070230543,"Eukaryota;NA;Oomycetes;Peronosporales;Peronosporaceae;Phytophthora;Phytophthora castaneae"
"merged_CO1_1055","WAKATOBI_2",NA,1,1,NA,2,0.942418332645899,"Eukaryota;NA;Oomycetes;Peronosporales;Peronosporaceae;Phytophthora;Phytophthora castaneae"
"merged_CO1_1056","Anitas_Garden",1,1,NA,NA,2,0.940154147448802,""
"merged_CO1_1056","AER_PERANG",NA,1,1,NA,2,0.942418332645899,""
"merged_CO1_1057","Undetermined",NA,NA,1,NA,1,0.907976070230543,""
"merged_CO1_1058","KABUI_STRAIT_III",1,1,1,NA,3,0.99088408654528,"Eukaryota;NA;Dinophyceae;Suessiales;Suessiaceae;Protodinium;Protodinium simplex"
"merged_CO1_106","AER_PERANG",1,1,1,NA,3,0.99088408654528,""
"merged_CO1_106","BATU_ANGUS",1,1,NA,NA,2,0.940154147448802,""
