AG_1,AG_2,AG_3,AP_1,AP_2,AP_3,BA_1,BA_2,BA_3,BM_1,BM_1_star,BM_2,BM_3,BTM01_1,BTM01_2,BTM01_3,BTM01_4,BTM02_1,BTM02_2,BTM02_3,BTM03_1,BTM03_2,BTM03_3,CC_1,CC_2,CC_3,CD_1,CD_2,CD_3,CK_1,CK_2,CK_3,KL_1,KL_2,KL_3,KPP_1,KPP_2,KPP_3,KS_S01_1,KS_S01_2,KS_S01_3,KS_S02_1,KS_S02_2,KS_S02_3,KS_S03_1,KS_S03_2,KS_S03_3,MG_1,MG_2,MG_3,PL_1,PL_2,PL_3,PLK_1,PLK_2,PLK_3,PP_1,PP_2,PP_3,PPG_1,PPG_2,PPG_3,SB_01_1,SB_01_2,SB_01_3,SB_02_1,SB_02_2,SB_02_3,SB_03_1,SB_03_2,SB_03_3,SB_04_1,SB_04_2,SB_04_3,SB_05_1,SB_05_2,SB_05_3,SL_1,SL_2,SL_3,SP_1,SP_1_star,SP_2,SP_3,SR_1,SR_2,SR_3,SW_1,SW_2,SW_3,TK_1,TK_2,TK_3,TKS_1,TKS_2,TKS_3,TL_1,TL_2,TL_3,TTE_1_1,TTE_1_2,TTE_1_3,TTE_2_1,TTE_2_2,TTE_2_3,TTE_3_1,TTE_3_2,TTE_3_3,WKTB_01_1,WKTB_01_2,WKTB_2_1,WKTB_2_2,WKTB_2_3,WKTB_3_1,WKTB_3_2,WKTB_3_3,WM_1,WM_2,WM_3,sum.taxonomy
0,0.002395482781791711,0.05602334503636948,0.3085316172480482,0.2198174263376556,0.5708955203824344,0.1694206939847581,0.16886575488705494,0.12308365892439249,0.16500920918070378,0.027679394683357478,0.11153895721166776,0.05520756440636045,0,0.010898941444864215,0,0.0064989440765732065,0,0,0.00454292034414904,0.08870737603027078,0.12200989022568419,0.034058726502465574,0.5445221445709663,0.5617771456347037,0.5766959854844705,0.537355761352056,0.380567485484316,0.21379035431357532,0.03000906830045188,0,0.07374265357671825,0,0.04775859540317153,0.014115267986307934,0.05682870601675857,0.1127593856473182,0.139723536251056,0.12272832948463462,0.26940080254303733,0.048642172462363256,0.062051822474614104,0.03414148203250861,0.07299163396711318,0.012207475791993395,0.05899202856150781,0.04040466765813772,0.038690292307259386,0.012782498281471261,0.04751539843479418,0.01775418508315263,0.0420754281426152,0.019522367467278617,0.14429751686251813,0.05931807373988861,0.11952737406991787,0.04974865445341677,0.050542406673359935,0.1605740384015366,0.21779112493040764,0.174492950831173,0.3181265141155501,0.26482342223284233,0.6471088203177106,0.2641915717836615,0.41005331048019983,0.4298337773224788,0.3400913209286229,0.3659430755061472,0.24657783683097478,0.09068173884888504,0.31784252872890395,0.47240633011485744,0.5085279369336299,0.5231440905858724,0.24194430720885324,0.3471331938536533,0.013094715558137989,0.07259716183815647,0.04097865330491688,0.16971361174816238,0.08652976801068335,0.26100152393925496,0.3602122474754995,0.12170344428055696,0.08387210655530951,0.00910061879133779,0.09337640801395007,0.10596925978912611,0.13512428014513814,0.18757028929244754,0.21058068755855555,0.5056109118142036,0.2734002130455113,0.5053791882670086,0.32248526848480924,0.03409070926644204,0.07221275503288699,0.06474980833216147,0.23552401457955902,0.20409788401082393,0.2833788429710833,0.42746928953371327,1,0.29887416435397907,0.2586360999895438,0.940593481018922,0.13671805372996446,0,0,0,0,0.011221766107827408,0,0,0,0.13338011512704853,0.2733548380480977,0.6428938067877463,Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;
0.021381096270815768,0.00819122788578619,0.03717682758070428,0.004179189590300424,0,0.002344309541466795,0.010339838067397453,0.01414579870361046,0,0.013690042009980776,0,0.0052971334787097375,0,0,0,0,0,0,0,0,0,0,0,0.10584793842678063,0.2458065303659483,0.24847448524343854,0.00846329232316835,0,0,0.03882355447727144,0.02569312714987589,0.1364082774924169,0.010110819607710505,0.019167227033789182,0,0.009235531518885327,0.018785502950099748,0.026659236076594008,0,0.00817773206750496,0,8.391773655765648e-4,0,0.0022397367399593577,0,0,0,0.011843098749240116,0.00658984895070065,0.013415898883803772,0,0,0,0.1474725098105991,0.05787989659320942,0.03573344901638638,0.001863733142388262,0.0112690226098453,9.214541773959275e-4,0.00719921104536489,0,0,0.052216356297988945,0.08892481009283845,0.06932387003982837,0.09199086312843015,0.05269607843137255,0.07301255548067934,0.03191553937266092,0.015901129229314002,0.022061778533952397,0.02180481738092308,0.05012924141109263,0.049733275285806,0.027710549193166695,0.02890057873030977,0.03580000885700367,0,0,0.0029078120257720616,0.05352899627778545,0.03269370007981844,0.13294876030257594,0.20499386639439945,0.11183544813373807,0.03225189808090529,0.01188210243787391,0.16977135762524348,0.1624988548096123,0.17209017349767083,0.004945127094946569,0.0076184746189229815,0,0,0,0,0.014636693851096467,0.06719186093883137,0.035855525358368334,0.19719024201763508,0.1500824821925422,0.16888202507934386,0.20881917249914178,0.41974852132350077,0.1540704313088039,0.15182452511902625,0.5233112085312527,0.2173215049649973,0.491482381385613,0.4042361129227075,0.25010984536903896,0,1,0.6797396493297808,0.27082155943077213,0.2306162385821704,0.012789214820214284,0.012012713040050667,0.017423622476813967,Eukaryota;NA;Oomycetes;Peronosporales;Peronosporaceae;Phytophthora;Phytophthora castaneae
0,0,0.455818777876862,0,0,0,0.5474375040400139,0.8137895991982589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42512039462366336,0,0,0,0,0,0,1,0,0,0.5873309575357754,0.8749491068012208,0,0,0,0,0,0,0,0,0,0,0,0.2870183715946335,0,0,0,0.5547688256800211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7528190252760472,0.7620655631925164,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7766399980272091,0.31596784964452135,0,0,0.307689796600871,0.3037364288343311,0,0,0,0,0,0,0,0,0,0.6656608160317117,0,0,0,0,0,0,0,0.5078388893162735,0,0,Eukaryota;Cnidaria;Anthozoa;Scleractinia;;;
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2339324042391059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337247864929675,0,0,0.22205576352267972,0.29418384678812154,0.1656018130829107,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16570247342468328,0.3835153701210205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3271690616251497,0.33217328626637194,0.30771465401392584,0.2602951319739258,1,0.46056616093615743,0.2289574998297083,0,0.6413149003832228,0,0,0.14214946285634944,0,0,0,0,0,0,0,0,Eukaryota;Chlorophyta;Mamiellophyceae;Dolichomastigales;Dolichomastigaceae;Dolichomastix;Dolichomastix tenuilepis
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Ceramiales;Rhodomelaceae;Osmundea;Osmundea spectabilis
0,0,0,0,0,0.002481245229263442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2711539677546777,0,0,0,0,0,0,0,0.13105237234877892,0.20946007387709237,0,0,0,0,0,0,0,0,0,0,0.32292977441637316,0,0,0.06390285556643462,0,0.3464554696347318,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018353230705020186,0.017413808380591176,0,0,0,0.48888272011840905,0.16468873739138196,0,0,0,0,0,0,0.15954403198877026,0,0,0.061112725121842536,0,0,0.3843497363327505,0,0,0,0,0,0,0,0,0.617310484112695,0.6676026346120741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Hexanauplia;Calanoida;Temoridae;Temora;Temora discaudata
0,0,0.32113290093548225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29031581718605504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;;
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007837026023375958,0,0,0,0,0,0.0659575486724523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5628216473082444,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chaetognatha;Sagittoidea;Aphragmophora;Sagittidae;Aidanosagitta;Aidanosagitta neglecta
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060601383115920976,0.14675563818550785,0,0,0,0,0,Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Pleurotaceae;Pleurotus;Pleurotus ostreatus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07702833185953024,0,0,0,0.22572722782193372,0,0,0.07507299429407538,0.24043640148729686,0,0.636854817192397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11993126304478105,0,0,0,0,0,0,0,0,0,0,0.14102600318570008,0,0.20342831730063554,0.261661328348816,0,0.6764790959580376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27398422320607935,0.7098163809417456,1,0,0,0,0.2690440058370394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09897831926323868,0,0,0,0,0,0,0,0.05956853666756192,0,0,0,0,0,0,0,0,Eukaryota;NA;Dinophyceae;Peridiniales;Heterocapsaceae;Heterocapsa;Heterocapsa circularisquama
